ID;pH;EC;Na;K;MO;Kdisp;Silt;ECEC;BD;CEC;Ca;Mg;Sand;Clay;SQIw;SAVI;EVI;NDWI;NDVI;NDMI;NDII;GCI;clase;X;Y;dpto;prov;dist;Culitvo priorizado;Textura;TS;GM;ZV;CL;EG;MP;SSST;ECP;EMP;EPP;ESP;CM;CK;MK;CMK;DC;FC;NDC;GR;SK;SA;Pmon;Pan;Tmin;Tmax;Tavg;Slope;Hillshade;Orientition;Elevation;TPI;TRI;TWI;Precipitation;Temperature
1057;8.2;8.66;1.3;0.2;1.1;62.4;17.6;25.75;1.53;0;19.3;3.7;61;21.4;0.45;0.24;0.3;-0.29;0.28;0.26;0.15;0.9;Muy bajo;632778;9403869;Piura;Morropon;Salitral;Cacao;Sandy clay loam;Leptosols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;74.95;14.37;0.78;5.05;5.22;96.5;18.5;115;67.09;970.94;-903.85;0.05094568;NA;NA;17.92;215;18.31;29.49;23.92;5.85;189;303.57;179;-0.286;1.629;8.032;252.88;24.68
1058;7.7;8.6;1.2;0.1;1.8;46;7.8;11.6;1.61;19.1;5.7;1.6;85;7.2;0.08;0.53;0.73;-0.26;0.6;0.36;0.23;1.26;Muy bajo;631263;9407143;Piura;Morropon;Salitral;Banano;Loamy sand;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;49.14;13.79;0.86;10.34;3.56;57;16;73;42.92;301.96;-259.04;2.56759614;NA;NA;18.25;219;18.39;29.68;24.03;2.29;180;90;166;-0.388;1.291;12.028;250.47;24.8
1059;8.4;4.45;2.1;0.5;1.6;165.2;15.5;44.2;1.52;20;36;4.6;59;25.5;0.46;0.21;0.27;-0.28;0.25;0.3;0.19;0.94;Muy bajo;632019;9403570;Piura;Morropon;Salitral;Mango;Sandy clay loam;Leptosols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;81.45;10.41;1.13;4.75;7.83;72;9.2;81.2;118.82;1748.48;-1629.66;0;NA;NA;18.08;217;18.15;29.34;23.75;3.62;177;26.67;188;2.918;2.641;8.544;244.88;24.71
1060;7.6;4.59;0.9;0.4;1;128.4;23.7;23.3;1.5;17.7;14.3;6.7;49;27.3;0.5;0.37;0.51;-0.29;0.46;0.31;0.18;1.03;Muy bajo;627723;9410932;Piura;Morropon;Salitral;Mango;Sandy clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;61.37;28.76;1.72;3.86;2.13;35.75;16.75;52.5;66.19;826.42;-760.23;0;NA;NA;17.83;214;18.43;29.64;24.04;1.62;180;180;153;-0.857;1.512;9.166;247.89;24.8
1061;8.2;2.25;0.8;0.3;1.8;99.6;19.7;20.2;1.51;18.7;13.8;3.8;54.9;25.4;0.44;0.48;0.7;-0.26;0.58;0.35;0.22;1.09;Muy bajo;634137;9400875;Piura;Morropon;Salitral;Mango;Sandy clay loam;Lixisols;Mountain on sedimentary rock;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline soil;68.32;18.81;1.49;3.96;3.63;46;12.67;58.67;53.76;725.34;-671.58;0;NA;NA;18.33;220;18.19;29.28;23.75;4.88;172;90;199;-1.143;6.276;8.327;253.8;24.62
1062;7.8;10.45;0.9;0.4;0.8;124;19.7;24.6;1.5;0;16.9;5.4;50.9;29.4;0.5;0.41;0.57;-0.25;0.52;0.29;0.17;1.01;Muy bajo;632827;9404044;Piura;Morropon;Salitral;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;68.7;21.95;1.63;3.66;3.13;42.25;13.5;55.75;66.58;908.32;-841.74;0;NA;NA;18;216;18.33;29.54;23.94;3.24;180;180;181;1.408;1.26;8.627;257.35;24.64
1063;8.2;12.98;1.4;0.3;0.9;112.4;23.9;25.8;1.47;0;17.6;5.5;40.8;35.3;0.41;0.41;0.56;-0.27;0.51;0.24;0.14;0.9;Muy bajo;632751;9404271;Piura;Morropon;Salitral;Limon;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;68.22;21.32;1.16;5.43;3.2;58.67;18.33;77;75.45;943.32;-867.87;0.41974926;NA;NA;18;216;18.33;29.54;23.94;5.14;189;288.36;180;1.204;1.578;8.16;256.77;24.67
1064;8.1;9.7;0.8;0.4;2;120.4;9.8;14.7;1.59;20.3;9.9;2.1;78.9;11.3;0.14;0.37;0.5;-0.27;0.45;0.29;0.17;0.98;Muy bajo;631302;9405329;Piura;Morropon;Salitral;Limon;Sandy loam;Lixisols;Piedmont alluvial fan;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.35;14.29;2.72;5.44;4.71;24.75;5.25;30;51.47;504.04;-452.57;0.2645293;NA;NA;18.33;220;18.34;29.57;23.96;5.14;172;108.36;178;-1.673;2.59;8.164;246.18;24.78
1065;8;11.25;1.2;0.2;2.2;57.6;17.9;19.4;1.54;0;13.8;3.2;62.9;19.2;0.31;0.14;0.19;-0.15;0.2;0.35;0.21;1.02;Muy bajo;632655;9403964;Piura;Morropon;Salitral;Mango;Sandy loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;71.13;16.49;1.03;6.19;4.31;69;16;85;58.24;709.76;-651.52;0.91510872;NA;NA;18;216;18.33;29.54;23.94;3.63;174;116.46;178;0.122;1.52;8.502;251.62;24.71
1066;8.1;10.59;1.1;0.2;2;67.2;20;22.5;1.49;0;15.5;4.7;49;31;0.36;0.44;0.62;-0.26;0.54;0.34;0.21;1.02;Muy bajo;632977;9404102;Piura;Morropon;Salitral;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;68.89;20.89;0.89;4.89;3.3;77.5;23.5;101;59.99;826.58;-766.59;0;NA;NA;19.33;232;17.95;29.3;23.62;3.62;177;26.67;180;-0.796;3.742;8.522;261.43;24.59
1067;7.9;4.64;1.7;0.5;0.9;148;33.2;26.45;1.46;18.2;16.8;6.2;35;31.8;0.42;0.3;0.4;-0.25;0.36;0.23;0.09;0.86;Muy bajo;626017;9410006;Piura;Morropon;Salitral;Maiz;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;63.52;23.44;1.89;6.43;2.71;33.6;12.4;46;92.34;926.96;-834.62;1.42658971;NA;NA;17.75;213;18.42;29.66;24.02;3.24;180;251.64;146;-2.51;1.5;8.437;239.35;24.8
1068;7.5;7.35;1.3;0.5;1.8;165.6;25.3;25.3;1.49;16.3;15.5;6.5;46.9;27.8;0.49;0.2;0.24;-0.35;0.22;0.19;0.08;0.75;Bajo;629191;9410192;Piura;Morropon;Salitral;Banano;Sandy clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;61.26;25.69;1.98;5.14;2.38;31;13;44;81.55;875.84;-794.29;0.13608846;NA;NA;18.08;217;18.43;29.65;24.04;1.62;180;225.12;156;-0.551;0.834;9.183;249.66;24.8
1069;8;7.38;1.7;0.1;1.2;54.4;13.2;15.2;1.57;20.2;10;2.4;73;13.8;0.09;0.41;0.57;-0.29;0.51;0.32;0.19;1.03;Muy bajo;633125;9403020;Piura;Morropon;Salitral;Mango;Sandy loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;65.79;15.79;0.66;11.18;4.17;100;24;124;61.08;517.96;-456.88;3.81078813;NA;NA;18;216;18.29;29.52;23.92;5.85;189;236.43;188;2.102;2.697;8.069;250.52;24.7
1070;7.8;4.17;1.5;0.4;2.2;128.8;25.2;28.1;1.48;0;19.9;5.3;45;29.8;0.51;0.36;0.49;-0.31;0.44;0.29;0.16;0.88;Bajo;632734;9404476;Piura;Morropon;Salitral;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;70.82;18.86;1.42;5.34;3.75;49.75;13.25;63;84.41;1041.7;-957.29;0.36466204;NA;NA;18;216;18.33;29.54;23.94;4.86;180;180;174;-4.224;2.943;8.214;258.66;24.65
1071;8.1;8.76;1.5;0.4;1.8;144.8;15.1;22.5;1.56;18;16.7;2.9;69;15.9;0.29;0.41;0.56;-0.27;0.51;0.33;0.21;1.04;Muy bajo;633779;9401228;Piura;Morropon;Salitral;Cacao;Sandy loam;Leptosols;Mountain on sedimentary rock;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline sodic soil;74.22;12.89;1.78;6.67;5.76;41.75;7.25;49;77.13;832.9;-755.77;1.50960418;NA;NA;18.42;221;18.2;29.38;23.78;3.63;186;296.46;195;0.612;2.863;8.59;256.27;24.54
1072;7.9;4.15;1.7;0.9;0.9;335.6;23.2;22;1.51;18.6;14.2;4.7;51;25.8;0.36;0.33;0.43;-0.3;0.41;0.25;0.13;0.84;Muy bajo;628926;9408534;Piura;Morropon;Salitral;Cacao;Sandy clay loam;Leptosols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;64.55;21.36;4.09;7.73;3.02;15.78;5.22;21;105.19;769.86;-664.67;2.33346433;NA;NA;18.08;217;18.38;29.64;24;2.29;183;314.88;167;1.939;3.353;8.886;244.96;24.8
1073;7.9;2.95;1.6;0.4;1.7;129.6;33.4;25.45;1.45;0;17.5;5.2;32.8;33.8;0.44;0.41;0.57;-0.27;0.51;0.31;0.18;1.03;Bajo;632820;9404300;Piura;Morropon;Salitral;Limon;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;68.76;20.43;1.57;6.29;3.37;43.75;13;56.75;84.34;931.18;-846.84;1.22776549;NA;NA;18;216;18.33;29.54;23.94;3.63;174;116.46;180;0.184;1.335;8.513;259.88;24.62
1074;8.3;9.44;1.2;0.3;1;98.4;15.2;23.45;1.55;20.2;18.5;3.2;64.9;19.9;0.43;0.14;0.19;-0.02;0.19;0.12;0.06;0.28;Muy bajo;632305;9404122;Piura;Morropon;Salitral;Cacao;Sandy loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;78.89;13.65;1.28;5.12;5.78;61.67;10.67;72.33;67.44;921.36;-853.92;0.11216885;NA;NA;18;216;18.33;29.54;23.94;3.62;177;26.67;176;-0.898;1.632;8.5;247.87;24.78
1075;8.4;3.23;1.1;0.5;1.7;174.8;17.1;36.4;1.52;0;30.4;3.9;59;23.9;0.46;0.36;0.49;-0.25;0.46;0.29;0.17;0.94;Muy bajo;632653;9404409;Piura;Morropon;Salitral;Maiz;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;83.52;10.71;1.37;3.02;7.79;60.8;7.8;68.6;87.03;1475.78;-1388.75;0;NA;NA;18;216;18.33;29.54;23.94;3.24;180;180;177;-0.245;1.648;12.091;254.98;24.71
1076;7.9;3.21;0.7;0.2;0.9;89.2;17.1;17.2;1.55;0;12.6;2.9;65;17.9;0.44;0.42;0.57;-0.29;0.49;0.29;0.17;1.02;Muy bajo;632843;9404365;Piura;Morropon;Salitral;Mango;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;73.26;16.86;1.16;4.07;4.34;63;14.5;77.5;44.03;646.76;-602.73;0;NA;NA;18;216;18.33;29.54;23.94;1.63;177;90;180;-0.286;2.195;9.319;261.14;24.61
1077;7.9;5.72;1.1;0.1;1.3;30.8;11.2;12.6;1.59;19.5;8.8;2.1;78.9;9.9;0.03;0.31;0.4;-0.29;0.38;0.29;0.17;0.97;Muy bajo;632583;9403124;Piura;Morropon;Salitral;Maiz;Sandy loam;Leptosols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;69.84;16.67;0.79;8.73;4.19;88;21;109;44.37;454.78;-410.41;1.92977078;NA;NA;17.92;215;18.31;29.49;23.92;5.84;174;33.81;183;-1.224;2.083;8.061;246.76;24.7
1078;8.4;10.65;1.7;0.6;1.2;188;31.2;30.7;1.46;18.2;20.5;6.9;34.9;33.9;0.46;0.34;0.45;-0.29;0.42;0.21;0.13;0.8;Bajo;625923;9410080;Piura;Morropon;Salitral;Maiz;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;66.78;22.48;1.95;5.54;2.97;34.17;11.5;45.67;101.73;1112.46;-1010.73;0.62274925;NA;NA;17.75;213;18.42;29.66;24.02;5.14;189;251.64;148;0.163;1.235;7.971;238.93;24.8
1079;8;15.38;1.2;0.2;1.2;63.2;27.2;20.3;1.5;0;13.9;4;46.9;25.9;0.33;0.43;0.6;-0.27;0.53;0.29;0.15;1;Muy bajo;633069;9404039;Piura;Morropon;Salitral;Cacao;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Neoproterozoico;Foliated metamorphic residual;Alkaline saline soil;68.47;19.7;0.99;5.91;3.48;69.5;20;89.5;59.7;735.86;-676.16;0.71299869;NA;NA;19.33;232;17.95;29.3;23.62;3.63;174;116.46;179;-5.49;5.891;8.54;262.4;24.57
1080;7.9;7.46;1.2;0.6;1;220;19.3;21;1.5;17.9;14;4.2;50.8;29.9;0.36;0.43;0.62;-0.26;0.51;0.3;0.18;0.98;Muy bajo;628582;9409261;Piura;Morropon;Salitral;Banano;Sandy clay loam;Leptosols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;66.67;20;2.86;5.71;3.33;23.33;7;30.33;78.14;746.16;-668.02;0.57578603;NA;NA;18.08;217;18.38;29.64;24;4.59;186;314.88;157;0.245;1.079;8.143;245.42;24.8
1081;7.5;10.53;2.2;0.1;1.5;50;34.9;21;1.54;20.9;14.6;3.1;54.2;10.9;0.25;0.34;0.45;-0.36;0.43;0.36;0.23;1.15;Muy bajo;635469;9400099;Piura;Morropon;Salitral;Maiz;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;69.52;14.76;0.48;10.48;4.71;146;31;177;79.37;744.76;-665.39;4.5696864;NA;NA;18.75;225;18.22;29.26;23.73;5.84;174;33.81;202;0.918;2.137;8.148;253.38;24.63
1082;7.2;12.87;1.3;0.2;2.3;81.2;21.1;19.4;1.55;20.9;14.3;2.6;63.9;15;0.43;0.33;0.44;-0.27;0.4;0.34;0.21;1.09;Muy bajo;637480;9396260;Piura;Morropon;Salitral;Lactao;Sandy loam;Leptosols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;73.71;13.4;1.03;6.7;5.5;71.5;13;84.5;60.22;716.24;-656.02;1.31572193;NA;NA;19.58;235;17.98;29.1;23.54;3.62;183;206.67;224;-1.347;2.19;8.74;255.91;24.6
1083;7.2;2.74;1.3;0.1;1.3;41.2;27.1;14.4;1.57;19.7;10.1;1.9;65.9;7;0.21;0.33;0.43;-0.32;0.4;0.26;0.13;0.97;Muy bajo;637226;9398652;Piura;Morropon;Salitral;Limon;Sandy loam;Leptosols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;70.14;13.19;0.69;9.03;5.32;101;19;120;50.33;508.24;-457.91;2.35259059;NA;NA;19.17;230;18.24;29.3;23.77;3.63;186;296.46;209;-0.653;1.278;8.662;257.83;24.6
1084;6.8;15.75;2.3;0.5;1.1;212;33.1;26.1;1.46;0;15.8;6.5;35.9;31;0.63;0.41;0.55;-0.32;0.48;0.28;0.15;0.98;Bajo;628554;9410293;Piura;Morropon;Salitral;Limon;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;60.54;24.9;1.92;8.81;2.43;31.6;13;44.6;106.85;891.14;-784.29;3.75677557;NA;NA;18.08;217;18.43;29.65;24.04;7.25;174;26.66;152;-1.51;1.43;7.665;248.18;24.8
1085;7.4;4.91;1.3;0.3;1.8;128.4;28;16;1.54;20.9;10.8;2.6;57.2;14.8;0.29;0.19;0.23;-0.36;0.22;0.29;0.17;0.91;Muy bajo;638811;9396361;Piura;Morropon;Salitral;Limon;Sandy loam;Lixisols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;67.5;16.25;1.88;8.13;4.15;36;8.67;44.67;61.22;558.84;-497.62;1.98435189;NA;NA;18.75;225;18.14;29.36;23.75;4.59;186;225.13;232;-0.878;5.766;8.537;269.46;24.43
1086;7.1;8.79;1.6;0.1;0.9;68.4;31.2;9.3;1.56;18;5.2;1.4;59.8;9;0.23;0.17;0.2;-0.41;0.22;0.07;-0.05;0.49;Muy bajo;636369;9397613;Piura;Morropon;Salitral;Maiz;Sandy loam;Leptosols;Mountain on sedimentary rock;Tropical thorn bush;D (i , p) A';Paleozoico;Non-foliated metamorphic residual;Neutral sodic soil;55.91;15.05;1.08;17.2;3.71;52;14;66;52.08;274.78;-222.7;4.558049;NA;NA;19;228;18.07;29.07;23.57;7.27;169;63.54;221;1.714;1.841;8.017;254.35;24.6
1087;6.8;12.52;1.6;0.6;1.4;240;17.2;19.7;1.56;21.6;13.6;2.9;67.8;15;0.46;0.43;0.57;-0.31;0.53;0.32;0.19;1.08;Bajo;636193;9399538;Piura;Morropon;Salitral;Limon;Sandy loam;Lixisols;Alluvial piedmont slope;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;69.04;14.72;3.05;8.12;4.69;22.67;4.83;27.5;85.53;693.78;-608.25;2.47158299;NA;NA;18.75;225;18.26;29.28;23.77;4.59;186;314.87;207;0.898;1.374;8.415;256.52;24.6
1088;7.2;12.12;1.6;0.1;1.7;39.6;23.3;15.9;1.58;19.7;10.9;2.3;69.9;6.8;0.23;0.35;0.46;-0.3;0.42;0.3;0.17;1.04;Muy bajo;637126;9398802;Piura;Morropon;Salitral;Maiz;Sandy loam;Leptosols;Floodplain;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;68.55;14.47;0.63;10.06;4.74;109;23;132;59.31;555.58;-496.27;3.27485272;NA;NA;19.17;230;18.24;29.3;23.77;2.29;177;45.13;208;0.646;1.181;9.114;257.33;24.6
1089;7;12.83;1.8;0.5;2.1;182.8;31.3;23.8;1.49;18.3;14.8;5.7;43.9;24.8;0.61;0.44;0.61;-0.28;0.52;0.31;0.17;1.1;Bajo;628469;9410784;Piura;Morropon;Salitral;Limon;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;62.18;23.95;2.1;7.56;2.6;29.6;11.4;41;91.99;823.64;-731.65;2.33857871;NA;NA;17.92;215;18.43;29.64;24.04;2.29;177;134.88;156;0.878;1.136;8.825;249.05;24.8
1090;7.4;40.55;1.9;0.8;2;311.6;37.3;41;1.44;0;28.3;9;29.9;32.8;0.62;0.35;0.46;-0.29;0.4;0.23;0.12;0.88;Bajo;628562;9410339;Piura;Morropon;Salitral;Arroz;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;69.02;21.95;1.95;4.63;3.14;35.38;11.25;46.63;127.1;1520.72;-1393.62;0;NA;NA;18.08;217;18.43;29.65;24.04;6.5;192;270;151;-2.388;1.382;7.772;248.4;24.8
1091;7.1;13.11;1.5;0.5;1.4;211.6;27.3;21.1;1.5;20.9;14.3;3.8;47.9;24.8;0.57;0.28;0.35;-0.34;0.36;0.29;0.16;1.01;Bajo;639135;9396197;Piura;Morropon;Salitral;Mango;Sandy clay loam;Leptosols;Mountain on metamorphic rock;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;67.77;18.01;2.37;7.11;3.76;28.6;7.6;36.2;80.76;749.3;-668.54;1.72204379;NA;NA;18.75;225;18.14;29.36;23.75;7.25;186;206.67;234;-1.878;3.462;8.093;270.79;24.42
1092;6.7;6.2;1.7;0.4;0.9;142.8;31.4;19.1;1.49;20.6;12.9;3.1;41.8;26.8;0.57;0.3;0.39;-0.36;0.39;0.35;0.21;1.27;Bajo;639163;9395984;Piura;Morropon;Salitral;Cacao;Loam;Lixisols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;67.54;16.23;2.09;8.9;4.16;32.25;7.75;40;78.67;667.66;-588.99;2.85489629;NA;NA;18.75;225;18.14;29.36;23.75;10.28;198;251.64;238;-1.388;4.135;7.757;267.37;24.46
1093;7.2;9.43;3.9;0.7;1.2;267.6;18.1;25.6;1.48;19;15.5;4.5;48;33.9;0.57;0.15;0.19;-0.23;0.18;0.19;0.08;0.74;Bajo;635117;9399887;Piura;Morropon;Salitral;Limon;Sandy clay loam;Lixisols;Alluvial piedmont slope;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;60.55;17.58;2.73;15.23;3.44;22.14;6.43;28.57;152.15;826.72;-674.57;10.0147962;NA;NA;18.75;225;18.22;29.26;23.73;6.48;180;134.88;203;0.347;2.662;8.053;251.65;24.61
1094;7.7;5.52;1.6;0.2;1.6;97.6;28.2;21.9;1.54;21.1;16.9;2.2;58;13.8;0.32;0.46;0.61;-0.27;0.56;0.3;0.18;1.14;Muy bajo;637551;9396472;Piura;Morropon;Salitral;Mango;Sandy loam;Leptosols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;77.17;10.05;0.91;7.31;7.68;84.5;11;95.5;69.64;822.98;-753.34;2.01052423;NA;NA;19.58;235;17.98;29.1;23.54;1.63;177;90;228;0.714;1.37;9.549;256.61;24.6
1095;7.1;8.63;1.3;0.9;1.4;402;30.2;31;1.44;18.4;21.4;6.4;32;37.8;0.7;0.39;0.52;-0.34;0.46;0.27;0.13;0.96;Bajo;626834;9410128;Piura;Morropon;Salitral;Limon;Clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;69.03;20.65;2.9;4.19;3.34;23.78;7.11;30.89;105.28;1139.04;-1033.76;0;NA;NA;17.92;215;18.42;29.63;24.03;4.59;174;134.88;152;1.571;1.278;8.102;242.81;24.8
1096;7.2;9.09;1.1;0.1;2.3;58.8;12.2;7.7;1.61;20.9;4.6;0.9;84;3.8;0.21;0.44;0.61;-0.29;0.54;0.34;0.21;1.11;Muy bajo;635379;9400135;Piura;Morropon;Salitral;Banano;Loamy sand;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;59.74;11.69;1.3;14.29;5.11;46;9;55;38.13;233.38;-195.25;2.96930765;NA;NA;18.75;225;18.22;29.26;23.73;5.12;183;341.49;201;1.102;2.621;8.274;252.95;24.64
1097;7.3;6.81;1.1;0.2;0.8;100.8;32.5;14.8;1.52;20.5;10.4;2.1;49.7;17.8;0.38;0.45;0.59;-0.32;0.56;0.35;0.22;1.13;Muy bajo;639030;9395913;Piura;Morropon;Salitral;Cacao;Loam;Lixisols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;70.27;14.19;1.35;7.43;4.95;52;10.5;62.5;50.47;526.88;-476.41;1.41017865;NA;NA;18.75;225;18.14;29.36;23.75;5.86;189;236.43;237;1.082;1.7;8.305;265.12;24.48
1098;7.2;20.91;1.2;0.1;1.4;43.6;14.7;10.1;1.59;21.6;6.9;0.9;77.4;7.9;0.21;0.43;0.6;-0.29;0.53;0.32;0.19;1.02;Muy bajo;635871;9400077;Piura;Morropon;Salitral;Maiz;Sandy loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;68.32;8.91;0.99;11.88;7.67;69;9;78;42.93;337.06;-294.13;2.85412232;NA;NA;18.75;225;18.26;29.28;23.77;1.62;180;296.46;201;-0.347;1.636;9.434;255.55;24.63
1099;7.3;8.34;1.2;0.1;1.4;64;30.7;17.5;1.5;20.4;13;2.2;45.4;23.9;0.49;0.48;0.65;-0.27;0.58;0.25;0.13;0.86;Muy bajo;638242;9395584;Piura;Morropon;Salitral;Cacao;Loam;Ferralsols;Floodplain;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;74.29;12.57;0.57;6.86;5.91;130;22;152;51.24;646.66;-595.42;1.25632584;NA;NA;19.42;233;18.08;29.18;23.61;1.63;183;270;227;-1.306;0.952;9.554;259.26;24.53
1100;7.8;3.9;1.5;0.2;1.7;101.6;30.7;20;1.5;20.9;14.2;3.1;47.4;21.9;0.39;0.32;0.41;-0.31;0.4;0.41;0.28;1.34;Muy bajo;638726;9396311;Piura;Morropon;Salitral;Banano;Loam;Lixisols;Alluvial terrace;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;71;15.5;1;7.5;4.58;71;15.5;86.5;65.97;725.6;-659.63;1.938225;NA;NA;18.75;225;18.14;29.36;23.75;1.63;183;270;229;-0.49;1.247;9.559;268.08;24.45
1101;7.7;11.62;1.9;1.1;1;548;32.7;24.5;1.49;20.1;17.7;2.8;41.4;25.9;0.49;0.16;0.19;-0.3;0.19;0.23;0.11;0.83;Muy bajo;639841;9394667;Piura;Morropon;Salitral;Limon;Loam;Leptosols;Piedmont alluvial fan;Tropical thorn bush;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;72.24;11.43;4.49;7.76;6.32;16.09;2.55;18.64;119.46;876.62;-757.16;2.59246966;NA;NA;20.92;251;17.77;29.01;23.38;8.72;174;21.89;246;-2.347;6.435;7.958;264.97;24.5
1102;7.3;10.92;2.2;0.6;2;321.6;26.4;17.8;1.5;18.4;10.5;3.5;49.7;23.9;0.44;0.47;0.64;-0.27;0.55;0.38;0.24;1.23;Bajo;628755;9408715;Piura;Morropon;Salitral;Cacao;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;58.99;19.66;3.37;12.36;3;17.5;5.83;23.33;98.45;571.56;-473.11;5.07541761;NA;NA;18.08;217;18.38;29.64;24;10.38;169;38.78;164;1.939;2.802;7.36;245.54;24.79
