ID,X,Y,pH,EC,Na,K,MO,Kdisp,Silt,ECEC,BD,CEC,Ca,Mg,Sand,Clay,SQIw,SAVI,EVI,NDWI,NDVI,NDMI,NDII,GCI,clase,dpto,prov,dist,Culitvo_pr,Textura,TS,GM,ZV,CL,EG,MP,SSST,ECP,EMP,EPP,ESP,CM,CK,MK,CMK,DC,FC,NDC,GR,Pmon,Pan,Tmin,Tmax,Tavg,Slope,Hillshade,Orientatio,Elevation,TPI,TRI,TWI,Precipitat,Temperatur,site_id_internal_rk,Elevation,Slope,Orientation,Hillshade,TPI,TRI,TWI,NDVI,SAVI,NDWI,Precipitation,Temperature
1172,630615,9407416,7.3,6.57,1.6,0.1,1.7,28.8,9.7,12.75,1.61,22,7.8,2,85.8,4.5,0.18,0.45,0.62,-0.27,0.53,0.29,0.15,1.02,Muy bajo,Piura,Morropon,Salitral,Banano,Loamy sand,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline sodic soil,61.18,15.69,0.78,12.55,3.9,78,20,98,55.7,407.98,-352.28,4.008734,18.33,220,18.39,29.66,24.05,8.29,166,101.26,163,-0.469,1.566,7.593,247.67,24.8,1172,163.71913146972656,3.947767496109009,139.96632385253906,178.32192993164063,-0.3584030866622925,1.5274646282196045,8.685309410095215,0.5280796885490417,0.45139366388320923,-0.2667085826396942,247.67086791992188,24.799999237060547
1173,637339,9396496,8,6.22,1.5,0.2,2.1,38,17.6,22.9,1.53,20.9,17.4,2.3,61.9,20.5,0.41,0.33,0.4,-0.26,0.39,0.29,0.16,0.91,Muy bajo,Piura,Morropon,Salitral,Cacao,Sandy clay loam,Leptosols,Alluvial terrace,Tropical thorn bush,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline sodic soil,75.98,10.04,0.87,6.55,7.57,87,11.5,98.5,67.81,848,-780.19,1.403236,19.58,235,17.98,29.1,23.54,3.62,183,333.33,221,-1.143,1.195,8.726,256.01,24.6,1173,222.45458984375,3.216684103012085,205.26007080078125,182.87969970703125,-0.1248079314827919,1.6216989755630493,8.913461685180664,0.39096328616142273,0.3286442756652832,-0.26436781883239746,256.00701904296875,24.600000381469727
1174,629465,9410416,7,6.57,1.5,0.3,1.2,85.6,23.7,18.4,1.5,17.9,11.1,4.5,49.8,26.5,0.53,0.23,0.3,-0.36,0.27,0.23,0.13,0.88,Muy bajo,Piura,Morropon,Salitral,Limon,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline sodic soil,60.33,24.46,1.63,8.15,2.47,37,15,52,69.75,624,-554.25,2.243949,18.33,220,18.4,29.63,24.01,3.25,186,270,156,-3.02,4.926,8.502,252.21,24.8,1174,157.372314453125,4.1901750564575195,195.8732452392578,183.41592407226563,-0.6167601943016052,2.884469985961914,8.332964897155762,0.27173754572868347,0.23484784364700317,-0.35832083225250244,252.20484924316406,24.799999237060547
1175,638861,9394743,7,8.32,0.5,0.3,1.4,95.6,19.6,12,1.54,21.3,8.1,2.1,61.8,18.6,0.74,0.29,0.37,-0.32,0.36,0.22,0.1,0.77,Bajo,Piura,Morropon,Salitral,Limon,Sandy loam,Lixisols,Piedmont alluvial fan,Tropical thorn bush,"D (i , p) A'",Paleozoico,Foliated metamorphic residual,Neutral saline soil,67.5,17.5,2.5,4.17,3.86,27,7,34,37.67,422.4,-384.73,0,19.33,232,18.12,29.28,23.69,18.16,209,296.46,246,-2.122,7.102,7.224,261.66,24.5,1175,246.0701446533203,11.695173263549805,259.8446960449219,197.8951873779297,-1.4070590734481812,6.322275161743164,7.921001434326172,0.3628115952014923,0.2893504500389099,-0.3186251223087311,261.6629333496094,24.496002197265625
1176,639881,9394701,7.5,5.69,0.5,1.4,2.2,408.4,21.6,21.2,1.51,18.4,16,2.3,53.8,24.6,0.78,0.39,0.5,-0.31,0.47,0.27,0.13,0.9,Bajo,Piura,Morropon,Salitral,Banano,Sandy clay loam,Leptosols,Piedmont alluvial fan,Tropical thorn bush,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline soil,75.47,10.85,6.6,2.36,6.96,11.43,1.64,13.07,95.41,784.4,-688.99,0,19.5,234,18.08,29.25,23.66,4.59,186,314.87,244,-2.796,4.69,8.594,264.97,24.5,1176,242.42718505859375,4.616739749908447,255.20289611816406,184.5245361328125,-1.348749041557312,2.8404617309570313,8.700823783874512,0.470163494348526,0.38539162278175354,-0.310378760099411,264.96673583984375,24.5
1177,638128,9395552,6.8,9.03,0.3,0.1,1.2,38,13.6,12.7,1.53,20.4,8.4,2.4,61.8,24.6,0.78,0.47,0.65,-0.27,0.55,0.33,0.22,1.07,Bajo,Piura,Morropon,Salitral,Arroz,Sandy clay loam,Lixisols,Alluvial terrace,Tropical thorn bush,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,66.14,18.9,0.79,2.36,3.5,84,24,108,24.48,443.44,-418.96,0,19.42,233,18.08,29.18,23.61,1.63,177,90,230,1.735,0.898,9.554,258.97,24.54,1177,228.56845092773438,2.6340198516845703,128.20529174804688,178.41888427734375,-0.019333411008119583,1.0870333909988403,9.166059494018555,0.5540201663970947,0.47237926721572876,-0.268265962600708,258.9664306640625,24.537334442138672
1178,634726,9400485,7.9,6.83,0.3,0.2,1.7,52,11.5,14.2,1.57,19,10.7,2,73.8,14.7,0.43,0.45,0.64,-0.29,0.55,0.31,0.18,0.99,Muy bajo,Piura,Morropon,Salitral,Limon,Sandy loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,75.35,14.08,1.41,2.11,5.35,53.5,10,63.5,30.6,536.24,-505.64,0,18.33,220,18.19,29.28,23.75,2.29,183,314.87,202,1.02,1.558,9.083,250.56,24.67,1178,201.31011962890625,3.566840887069702,196.42684936523438,182.24681091308594,0.09584178030490875,1.9727753400802612,8.93598461151123,0.554802656173706,0.45056405663490295,-0.2866155803203583,250.5635223388672,24.674821853637695
1179,630819,9408245,7.5,8.74,0.2,0.1,1.9,37.2,9.5,9.5,1.6,21.2,6.2,2,81.8,8.7,0.41,0.48,0.65,-0.27,0.55,0.31,0.18,1.07,Muy bajo,Piura,Morropon,Salitral,Banano,Loamy sand,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,65.26,21.05,1.05,2.11,3.1,62,20,82,19.1,333.46,-314.36,0,17.92,215,18.41,29.68,24.05,4.59,180,101.26,162,-0.408,4.694,12.004,256.89,24.71,1179,162.62339782714844,7.979660511016846,222.36190795898438,192.74514770507813,-1.698838233947754,5.65263557434082,8.298334121704102,0.5459396839141846,0.4757814407348633,-0.2668995261192322,256.8882141113281,24.705677032470703
1180,637339,9396491,7.9,6.93,0.5,0.2,1,51.6,21.5,19.15,1.54,20.9,15.2,2,59.8,18.7,0.63,0.33,0.4,-0.26,0.39,0.29,0.16,0.91,Muy bajo,Piura,Morropon,Salitral,Maiz,Sandy loam,Leptosols,Alluvial terrace,Tropical thorn bush,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,79.37,10.44,1.04,2.61,7.6,76,10,86,40.1,739.1,-699,0,19.58,235,17.98,29.1,23.54,3.62,183,333.33,221,-1.143,1.195,8.726,256.01,24.6,1180,222.45458984375,3.216684103012085,205.26007080078125,182.87969970703125,-0.1248079314827919,1.6216989755630493,8.913461685180664,0.39096328616142273,0.3286442756652832,-0.26436781883239746,256.00701904296875,24.600000381469727
1181,638197,9396807,7.1,5.12,0.4,0.1,1.8,38.8,21.5,11.8,1.52,22.5,8.2,2.1,55.8,22.7,0.75,0.42,0.56,-0.3,0.49,0.3,0.18,1.02,Bajo,Piura,Morropon,Salitral,Maiz,Sandy clay loam,Lixisols,Alluvial terrace,Tropical thorn bush,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,69.49,17.8,0.85,3.39,3.9,82,21,103,26.27,426.52,-400.25,0,18.92,227,18.19,29.36,23.78,4.88,172,90,224,-0.143,0.969,8.437,261.77,24.55,1181,223.6820831298828,3.0141725540161133,185.43209838867188,181.84518432617188,-0.0696922317147255,1.2437034845352173,9.107257843017578,0.4946059286594391,0.42414766550064087,-0.2971751391887665,261.7743835449219,24.548948287963867
1182,629166,9410125,7.1,5.49,0.6,0.7,0.8,182,17.5,18.6,1.49,16.3,11.4,4.9,49.8,32.7,0.73,0.2,0.24,-0.35,0.22,0.29,0.18,0.98,Bajo,Piura,Morropon,Salitral,Banano,Sandy clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,61.29,26.34,3.76,3.23,2.33,16.29,7,23.29,66.23,647.08,-580.85,0,18.08,217,18.43,29.65,24.04,2.29,177,134.88,157,0.755,1.06,8.833,249.66,24.8,1182,156.8114471435547,2.715898036956787,118.0428237915039,179.804443359375,0.47316107153892517,0.9145070910453796,9.096954345703125,0.2180432379245758,0.20129969716072083,-0.34581103920936584,249.6565704345703,24.799999237060547
1183,642350,9393552,7.7,5.07,0.4,0.5,1.2,127.6,13.6,20.6,1.54,16.8,16.5,2.2,65.8,20.6,0.74,0.4,0.53,-0.33,0.49,0.22,0.09,0.86,Bajo,Piura,Morropon,Salitral,Soya,Sandy clay loam,Lixisols,Floodplain,Tropical Premontane Thorny Mountain,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,80.1,10.68,2.43,1.94,7.5,33,4.4,37.4,52.74,803.12,-750.38,0,20,240,17.98,29.22,23.6,10.28,198,288.36,262,-0.898,2.88,7.851,284.99,24.37,1183,263.23431396484375,6.882125377655029,265.1825256347656,190.19650268554688,-0.2673853933811188,3.0005104541778564,8.332058906555176,0.48518094420433044,0.4001530706882477,-0.33293673396110535,284.9904479980469,24.37185287475586
1184,634702,9400136,6.7,5.16,0.1,0.4,1.7,156.8,9.7,6.8,1.57,17.4,4.9,0.9,75.8,14.5,0.64,0.1,0.12,-0.3,0.11,0.13,0.04,0.5,Bajo,Piura,Morropon,Salitral,NA,Sandy loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Non salt afected soil,72.06,13.24,5.88,1.47,5.44,12.25,2.25,14.5,26.93,245.38,-218.45,0,18.83,226,18.11,29.15,23.63,5.85,172,56.43,203,-0.755,1.532,8.16,250.24,24.64,1184,202.5872344970703,4.048442840576172,174.54660034179688,181.86285400390625,-0.711798369884491,1.497853398323059,8.712912559509277,0.11315219104290009,0.10362956672906876,-0.29910141229629517,250.24053955078125,24.642261505126953
1185,638189,9396817,7.3,6.28,0.2,0.1,0.9,35.6,21.9,11.95,1.51,22.5,8.6,2.3,53.8,24.3,0.7,0.42,0.56,-0.3,0.49,0.32,0.19,1.09,Muy bajo,Piura,Morropon,Salitral,Maiz,Sandy clay loam,Lixisols,Alluvial terrace,Tropical thorn bush,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,71.97,19.25,0.84,1.67,3.74,86,23,109,22.01,449.56,-427.55,0,18.92,227,18.19,29.36,23.78,3.24,180,90,225,1.143,1.161,8.846,261.77,24.55,1185,223.6820831298828,3.0141725540161133,185.43209838867188,181.84518432617188,-0.0696922317147255,1.2437034845352173,9.107257843017578,0.4946059286594391,0.42414766550064087,-0.2971751391887665,261.7743835449219,24.548948287963867
1186,642520,9393344,6.7,6.43,0.2,0.2,1.7,75.6,21,11.45,1.54,18.6,8.5,2.3,61.4,17.6,0.72,0.13,0.17,-0.15,0.15,0.23,0.11,0.76,Bajo,Piura,Morropon,Salitral,Arroz,Sandy loam,Lixisols,Alluvial terrace,Tropical Premontane Thorny Mountain,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,74.24,20.09,1.75,1.75,3.7,42.5,11.5,54,26.41,445.16,-418.75,0,20,240,17.98,29.22,23.6,5.12,183,341.49,266,1.224,1.374,8.554,282.13,24.39,1186,264.90960693359375,4.394932270050049,148.50881958007813,179.79847717285156,-0.46248114109039307,2.1586904525756836,8.831650733947754,0.1508048176765442,0.12698481976985931,-0.14974066615104675,282.1339416503906,24.391738891601563
1187,635510,9400147,8,13.95,0.6,0.2,1.8,45.6,5.2,20,1.55,20.9,15.1,3.6,73.1,21.7,0.58,0.42,0.56,-0.29,0.51,0.36,0.24,1.09,Muy bajo,Piura,Morropon,Salitral,Banano,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline soil,75.5,18,1,3,4.19,75.5,18,93.5,45.22,777.98,-732.76,0,18.75,225,18.22,29.26,23.73,1.62,180,180,198,-1.245,2.707,9.423,254.03,24.64,1187,199.4036102294922,3.98327898979187,190.86251831054688,182.38914489746094,-0.30977436900138855,2.1418075561523438,8.804021835327148,0.5056689381599426,0.419097900390625,-0.2914188504219055,254.02870178222656,24.642436981201172
1188,618096,9425821,6.6,10.32,0.1,0.2,2.2,66.8,32.4,14.9,1.48,15.6,9.6,4,41.3,26.3,0.78,0.34,0.45,-0.34,0.42,0.25,0.11,0.93,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,64.43,26.85,1.34,0.67,2.4,48,20,68,27.9,540.38,-512.48,0,18.17,218,18.35,29.85,24.09,8.26,183,191.36,151,-1.531,2.475,7.528,266.58,24.73,1188,151.78233337402344,5.936456680297852,193.69546508789063,184.41061401367188,-0.1690153181552887,2.4330620765686035,8.127803802490234,0.42395272850990295,0.34023064374923706,-0.34089598059654236,266.5751953125,24.733449935913086
1189,617441,9425478,6.4,4.02,0.2,0.2,0.8,76,32.5,15.7,1.51,15.7,10.2,4.1,47.3,20.2,0.78,0.35,0.47,-0.32,0.42,0.25,0.11,0.9,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,64.97,26.11,1.27,1.27,2.49,51,20.5,71.5,31.17,570.26,-539.09,0,18.17,218,18.35,29.85,24.09,8.12,192,233.24,147,1.51,2.242,7.499,257.18,24.87,1189,145.18487548828125,5.7217559814453125,178.9765625,182.6707763671875,-0.3832898736000061,2.0872995853424072,8.038315773010254,0.41843971610069275,0.34755444526672363,-0.3201510012149811,257.1842041015625,24.869361877441406
1190,617948,9425556,6.2,3.47,0.3,0.2,1,50,40.8,14.9,1.49,15.7,9.5,3.9,37.3,21.9,0.78,0.43,0.62,-0.29,0.53,0.28,0.14,0.91,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,63.76,26.17,1.34,2.01,2.44,47.5,19.5,67,32.63,533.54,-500.91,0,18.17,218,18.35,29.85,24.09,1.63,177,90,151,1.612,1.027,9.132,258.24,24.88,1190,149.75735473632813,2.700923204421997,140.44847106933594,179.74237060546875,0.5420611500740051,1.1889139413833618,8.950684547424316,0.5281392335891724,0.4293762147426605,-0.2857142984867096,258.24212646484375,24.88448143005371
1191,617584,9425554,6.4,5.68,0.1,0.2,1.4,68.8,42.3,14,1.49,15.5,9.1,3.6,37.5,20.2,0.78,0.3,0.39,-0.34,0.37,0.27,0.11,0.97,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,65,25.71,1.43,0.71,2.53,45.5,18,63.5,26.72,507.08,-480.36,0,18.17,218,18.35,29.85,24.09,3.25,186,270,149,1.735,1.242,8.425,256.96,24.89,1191,146.87954711914063,3.8546154499053955,184.5933837890625,180.83489990234375,-0.3708430528640747,1.5155203342437744,8.574585914611816,0.3725965619087219,0.2994987368583679,-0.3363228738307953,256.9632873535156,24.88985252380371
1192,617477,9425518,6.5,6.24,0.1,0.2,2,62.4,38.2,13.4,1.49,15.7,8.7,3.4,41.5,20.3,0.78,0.26,0.36,-0.37,0.34,0.25,0.11,0.93,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,64.93,25.37,1.49,0.75,2.56,43.5,17,60.5,25.98,483.68,-457.7,0,18.17,218,18.35,29.85,24.09,1.62,180,270,150,3.653,2.282,9.117,256.82,24.89,1192,147.95457458496094,6.444031238555908,143.8021240234375,178.6700897216797,0.05501615256071091,3.2908430099487305,7.904914855957031,0.34181058406829834,0.2630733251571655,-0.3663831949234009,256.81805419921875,24.891225814819336
1193,618094,9425561,6.2,4.46,0.1,0.1,1,30,48.3,11.3,1.49,15.7,7.3,2.8,35.5,16.2,0.69,0.4,0.55,-0.32,0.5,0.3,0.16,1.02,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,64.6,24.78,0.88,0.88,2.61,73,28,101,19.06,404.38,-385.32,0,18.17,218,18.35,29.85,24.09,1.62,180,180,150,1.02,0.958,9.135,258.74,24.88,1193,149.1531524658203,3.0215201377868652,97.55989074707031,178.32980346679688,-0.12809708714485168,1.1350884437561035,8.814554214477539,0.49569910764694214,0.40337634086608887,-0.3222179114818573,258.7424621582031,24.883167266845703
1194,618454,9425628,6.4,3.33,0.1,0.1,1.1,24.8,28.3,7.5,1.57,17.1,4.5,1.8,65.5,6.2,0.54,0.4,0.59,-0.32,0.48,0.31,0.15,1.07,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Sandy loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,60,24,1.33,1.33,2.5,45,18,63,14.56,251.38,-236.82,0,18.5,222,18.34,29.8,24.07,1.63,183,270,151,0.265,1.29,9.142,263.54,24.83,1194,150.99769592285156,2.5813004970550537,178.86875915527344,181.7669677734375,-0.015720635652542114,1.241765022277832,9.00827407836914,0.4788950979709625,0.4044914245605469,-0.3170023560523987,263.5345458984375,24.83465576171875
1195,617913,9425640,6.3,7.16,0.1,0.1,1.9,36.4,36.5,11.1,1.51,15.7,7.1,2.8,46.2,17.3,0.71,0.33,0.43,-0.29,0.41,0.25,0.12,0.9,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,63.96,25.23,0.9,0.9,2.54,71,28,99,18.86,395.38,-376.52,0,18.17,218,18.35,29.85,24.09,2.29,183,314.88,149,0.082,0.944,8.785,259.4,24.87,1195,149.02410888671875,3.073065757751465,140.17807006835938,180.9121856689453,-0.084873199462890625,1.2815065383911133,8.644181251525879,0.40905946493148804,0.3290986716747284,-0.2936936914920807,259.3953552246094,24.867645263671875
1196,617866,9425695,6.2,11.84,0.2,0.2,0.9,53.6,40.5,14.2,1.48,16.2,9.1,3.7,36.2,23.3,0.78,0.37,0.5,-0.34,0.45,0.3,0.16,1.06,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,64.08,26.06,1.41,1.41,2.46,45.5,18.5,64,29.39,509.96,-480.57,0,18.17,218,18.35,29.85,24.09,4.59,174,45.12,148,-0.49,1.473,8.089,258.57,24.87,1196,148.27859497070313,3.5858237743377686,173.73287963867188,181.4099578857422,-0.2332650125026703,1.3285014629364014,8.563302993774414,0.45479172468185425,0.36942967772483826,-0.3388429880142212,258.5739440917969,24.874135971069336
1197,618473,9425833,6.3,3.99,0.1,0.2,2.2,4.4,36.5,11,1.51,16.9,7,2.7,46.2,17.3,0.71,0.34,0.44,-0.27,0.41,0.32,0.19,1.09,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,63.64,24.55,1.82,0.91,2.59,35,13.5,48.5,23.09,388.28,-365.19,0,18.5,222,18.34,29.8,24.07,3.24,180,270,157,2.714,3.003,11.954,274.97,24.62,1197,155.10557556152344,7.169162750244141,169.9287872314453,182.6115264892578,-0.29043298959732056,3.453481435775757,8.031454086303711,0.4078284800052643,0.337590754032135,-0.2709123492240906,274.9671936035156,24.622379302978516
1198,618332,9425877,6.4,3.75,0.2,0.2,1.2,49.6,48.5,13.3,1.48,16.6,9.3,2.6,32.2,19.3,0.76,0.33,0.46,-0.29,0.4,0.27,0.11,1.01,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,69.92,19.55,1.5,1.5,3.58,46.5,13,59.5,27.72,489.26,-461.54,0,18.5,222,18.34,29.8,24.07,11.79,174,163.99,156,1.102,4.027,7.188,272.87,24.65,1198,153.729736328125,9.281582832336426,184.0436553955078,180.53167724609375,-0.9537736773490906,3.6816623210906982,7.528303623199463,0.3980989158153534,0.3307307958602905,-0.2875503599643707,272.865966796875,24.65020179748535
1199,617954,9425743,6.4,4.95,0.2,0.2,1.8,48,40.5,13.3,1.48,15.7,8.5,3.4,36.2,23.3,0.78,0.3,0.41,-0.33,0.35,0.29,0.12,1.04,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,63.91,25.56,1.5,1.5,2.5,42.5,17,59.5,28.28,474.86,-446.58,0,18.17,218,18.35,29.85,24.09,3.25,186,270,150,0.918,2.019,8.437,261.94,24.81,1199,149.21241760253906,5.168670177459717,244.4796600341797,187.0731964111328,0.05636950582265854,1.8466620445251465,8.087787628173828,0.34815698862075806,0.29907700419425964,-0.33375653624534607,261.9400329589844,24.814369201660156
1200,617257,9425383,6.6,12.2,0.3,0.2,1.9,71.2,44.6,17.3,1.48,15.8,11.4,4.4,34.1,21.3,0.81,0.49,0.69,-0.27,0.57,0.31,0.18,1.07,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,65.9,25.43,1.16,1.73,2.59,57,22,79,35.38,632.54,-597.16,0,18.42,221,18.32,29.85,24.08,5.14,189,288.36,145,0.184,1.424,7.95,256.88,24.86,1200,144.43479919433594,3.457552194595337,207.664306640625,183.38375854492188,0.3022903800010681,1.8508421182632446,8.5179901123046875,0.5650513768196106,0.48873835802078247,-0.2718127369880676,256.8832092285156,24.86436653137207
1201,617878,9425713,6.6,3.04,0.2,0.2,1.3,63.6,40.6,16.5,1.48,16.2,10.8,4.3,36.2,23.2,0.8,0.34,0.47,-0.33,0.45,0.27,0.14,0.92,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,65.45,26.06,1.21,1.21,2.51,54,21.5,75.5,32.11,602.66,-570.55,0,18.17,218,18.35,29.85,24.09,3.62,177,26.66,147,-1.408,1.497,8.325,260.48,24.83,1201,147.8909454345703,4.785355567932129,147.30284118652344,177.4317169189453,-0.7417618036270142,1.734211802482605,8.131793975830078,0.4453403353691101,0.3447691798210144,-0.3304860591888428,260.48406982421875,24.831436157226563
1202,618602,9425926,6.7,6.05,0.1,0.3,1.1,67.6,38.6,16.6,1.52,16.9,12,3.2,46.1,15.3,0.71,0.45,0.62,-0.29,0.52,0.22,0.1,0.85,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,72.29,19.28,1.81,0.6,3.75,40,10.67,50.67,33.44,626.88,-593.44,0,18.5,222,18.34,29.8,24.07,6.68,177,165.91,157,-2.592,4.651,7.786,286.16,24.44,1202,160.66175842285156,8.804518699645996,162.12747192382813,176.92398071289063,-0.836518406867981,5.341561794281006,7.689369201660156,0.5230677127838135,0.4486125409603119,-0.2899159789085388,286.1582946777344,24.439393997192383
1203,630444,9436158,5.9,3.59,0.1,0.1,1.7,30.4,24.6,12,1.53,24.7,8.2,2.6,56.2,19.2,0.76,0.32,0.43,-0.35,0.39,0.23,0.1,0.88,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Sandy loam,Acrisols,Mountain on intrusive rock,Tropical Premontane dry forest,D (i) B',Cenozoico,Intermediate igneous residual,Acidic saline soil,68.33,21.67,0.83,0.83,3.15,82,26,108,19.62,439.48,-419.86,0,52.33,628,14.89,26.69,20.79,39.69,194,191.81,1230,9.204,20.965,8.032,709.8,20.77,1203,1222.722412109375,39.617027282714844,187.83001708984375,187.8857421875,1.1463521718978882,19.93472671508789,8.059479713439941,0.3925362825393677,0.3159065544605255,-0.3547571897506714,709.800048828125,20.772321701049805
1204,618206,9425762,6.4,5.29,0.1,0.1,1.1,50.8,34.5,11.9,1.52,16.9,7.6,3.1,50.2,15.3,0.66,0.34,0.48,-0.34,0.42,0.26,0.1,0.87,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,63.87,26.05,0.84,0.84,2.45,76,31,107,19.87,425.98,-406.11,0,18.17,218,18.35,29.85,24.09,4.86,180,180,151,-0.429,1.75,8.052,266.32,24.76,1204,150.72158813476563,3.860675811767578,151.14915466308594,179.88290405273438,-0.41252565383911133,1.7238764762878418,8.42651653289795,0.4204067289829254,0.3360426127910614,-0.3354037404060364,266.32073974609375,24.762954711914063
1205,617934,9425692,6.3,7.67,0.1,0.1,1.5,43.6,26.7,10.7,1.52,15.7,6.6,2.9,54.2,19.1,0.76,0.33,0.43,-0.29,0.41,0.32,0.18,1.12,Bajo,Piura,Morropon,Santa Catalina Mossa,Mango,Sandy loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,61.68,27.1,0.93,0.93,2.28,66,29,95,18.53,375.58,-357.05,0,18.17,218,18.35,29.85,24.09,3.63,186,296.47,148,-0.816,1.521,8.325,259.4,24.87,1205,149.02410888671875,3.073065757751465,140.17807006835938,180.9121856689453,-0.084873199462890625,1.2815065383911133,8.644181251525879,0.40905946493148804,0.3290986716747284,-0.2936936914920807,259.3953552246094,24.867645263671875
